split,source,gn,es
train,spl,"Paraguáipe niko oikove 19 ypykuéra ñe'ẽ ha osarambi umi po ñe'ẽ rapópe: Guaraní, Mataco, Maskoy, Zamuco y Guaicurú.","En Paraguay son 19 las lenguas indígenas habladas y se encuentran distribuidas en cinco familias lingũísticas: Guaraní, Mataco, Maskoy, Zamuco y Guaicurú."
train,spl,"Ñande ypykuéra oĩ 120.000 rupi, péicha he'i Censo Nacional de Población y Viviendas para Pueblos Indígenas.","La población total de los hermanos indígenas asciende aproximadamente a 120.000 personas, según datos del último Censo Nacional de Población y Viviendas para Pueblos Indígenas."
train,spl,Ko Ypykuéra Ñe'ẽita Ary Ñemomba'e Yvy'ape Tuichakue Javeve oipytyvõta oñeñangareko ha oñemoherakuã haĝua ypykuéra ñe'ẽita ha oikoporãve haĝua ha'ekueravoi.,La conmemoración del Año Internacional de las Lenguas Indígenas ayudará a promover y proteger las lenguas indígenas y mejorar la vida de quienes las hablan.
train,spl,"Oipytyvõta avei oñemoañete haĝua jekupytyita oĩva apopyrã 2013 Desarrollo Sostenible-rã, he'iháicha Declaración de las Naciones Unidas sobre los Derechos de los Pueblos Indígenas-pe.",También contribuirá al logro de los objetivos establecidos en la Declaración de las Naciones Unidas sobre los Derechos de los Pueblos Indígenas y en la Agenda 2030 para el Desarrollo Sostenible.
train,spl,PÑS pópe oñemoĩ omoakã haĝua Paraguáipe “Ypykuéra Ñe'ẽita Ary Yvy'ape Tuichakue”.,"SPL, desafiada a liderar en Paraguay la conmemoración del “Año Internacional de las Lenguas Indígenas”."
train,spl,Paraguái Ñe'ẽnguéra Sãmbyhyha (PÑS) pópe oĩ Paraguáipe omoakãvo ko 2019 ary pukukue “Ypykuéra Ñe'ẽita Ary Yvy'ape Tuichakue”.,La Secretaría de Políticas Lingũísticas (SPL) tiene la desafiante misión de liderar en Paraguay durante todo el 2019 la conmemoración del Año Internacional de las Lenguas Indígenas.
train,spl,PÑS oisãmbyhýva ha imba'apoharakuéra oñombyaty ko arapópe ombohapévo ñemomarandu hekópe ko temimoĩmby ryepýpe ko Ary rehegua.,Directivos y técnicos de la institución mantuvieron este jueves una reunión de trabajo a fin de dinamizar el flujo informativo interno en lo que concierne a la conmemoración de las lenguas nativas.
train,spl,"Paraguái Mburuvichavete, Mario Abdo Benítez, omboheraguapy Tembiapoukapy ipapapýva 1075 ha he'i Paraguái Ñe'ẽnguéra Sãmbyhyha oisãmbyhyva'erãha opa mba'e ojejapokuaáva temimõimby tetãygua ha ipypegua'ỹ ha avei ypykuéra aty ndive, ojegueromandu'ávo ko ary guasu.","El Presidente de la República, Mario Abdo Benítez, por Decreto N' 1075 designó a la SPL como entidad coordinadora de las acciones conducentes a la participación de las instituciones públicas, privadas y pueblos indígenas para la conmemoración del Año Internacional de las Lenguas Indígenas."
train,spl,"Itenonde ha tuicháva aty oikótava oñemoñepyrũvo ko Ary niko oĩ UNESCO ojapótava áĝa 28 jasyteĩme hóga guasu París, Francia-pe; upépe ohóva PÑS Sãmbyhyhára, Ladislaa Alcaraz de Silvero, Paraguái rérape.","Las primeras y principales actividades previstas son el lanzamiento mundial que realizará la UNESCO en su sede central en París el próximo 28 de enero, donde la titular de la SPL, Ladislaa Alcaraz de Silvero, representará a nuestro país."
train,spl,"Ñane retãme katu ojeguerojera ñepyrũta ko Ary áĝa 21 jasykõime, ojoajúvo avei Ñe'ẽ Ypy Ára Yvy'ape Tuichakuére.","Mientras tanto, en Paraguay se prevé el lanzamiento oficial el 21 de febrero próximo, en coincidencia con el Día Internacional de la Lengua Materna."
train,spl,PÑS pópe oĩ ombohapévo opaite mba'e ojejapótava ko ary pukukuépe ypykuéra ñe'ẽita rérape opa hendáicha ha mamo hendárupi.,La SPL es la institución articuladora de las diferentes actividades que se realizarán durante el año desde los diferentes sectores de la sociedad.
train,spl,“Biblioteca de la memoria hablada” enlhet rehegua oĩ internet-pe.,“Biblioteca de la memoria hablada” de los enlhet disponible en internet.
train,spl,"Ko “Biblioteca de la memoria hablada” niko oguereko 300 raha enlhet ñemombe'upy, oĩva toba-enenlhet, guaná, enlhet, sanapaná ha angaité ñe'ẽme, Paraguái Chaco pegua, ha ojejuhukuaa internet rupive ko'ápe: https://enlhet.org/audio.html.","La “Biblioteca de la memoria hablada” son ediciones de más de 300 relatos en las lenguas enlhet, toba-enenlhet, guaná, enlhet, sanapaná y angaité del Chaco paraguayo, y están disponibles en el link: https://enlhet.org/audio.html."
train,spl,Kóva ningo aty Nengvaanemkeskama Nempayvaam Enlhet (Ñamongakuaa ñane ñe'ẽ enlhet) rembiapokue.,Es un trabajo del grupo Nengvaanemkeskama Nempayvaam Enlhet (Hacer crecer nuestro idioma enlhet).
train,spl,Ta'anga: internet.,Foto: internet.
train,spl,"Mbo'ehaovusu Facultad de Ciencias Médicas, Universidad Nacional de Asunción pegua, haipy Tekopykatu Ñe'ẽhai (Cógido de Ética) oñembohasa guaraníme.",El texto del Código de Ética de la Facultad de Ciencias Médicas de la Universidad Nacional de Asunción fue traducido enteramente en el idioma guaraní.
train,spl,Paraguái Ñe'ẽnguéra Sãmbyhyha oipytyvõ ha omoneĩ kuri guaraníme ñembohasa.,La Secretaría de Políticas Lingũísticas (SPL) realizó la revisión y validación del material traducido.
train,spl,"PÑS sãmbyhyhára, Ladislaa Alcaraz de Silvero, ome'ẽ ko kuatia omoakãva Departamento de Capacitación y Desarrollo del Talento Humano ko Mbo'ehaovusúpe, Raquel Hermosilla-pe, ichupe omoirũ kuri avei hembiapo irũnguéra.","La ministra de la SPL, Ladislaa Alcaraz de Silvero, hizo entrega oficial del material a la Jefa del Departamento de Capacitación y Desarrollo del Talento Humano de la FCM, Raquel Hermosilla, quien a la vez estuvo acompañada por otras autoridades de la Facultad."
train,spl,"Ko Tekopykatu Ñe'ẽhai ñemoguarani niko oku'eñepyrũ Curso de Guaraní Intermedio-pe, ombosako'íva Departamento de Capacitación de la Dirección de Gestión y Desarrollo del Talento Humano FCM-UNA pegua, ha omoakã mbo'ehára Laura Aquino ha Esteban Ortega.","La traducción del Código de Ética fue iniciativa de los alumnos del Curso de Guaraní Intermedio organizado por el Departamento de Capacitación de la Dirección de Gestión y Desarrollo del Talento Humano de la FCM-UNA, bajo la coordinación y corrección de los profesores Laura Aquino y Esteban Ortega."
train,spl,"Ohecha, omyatyrõ ha omoneĩ Paraguái Ñe'ẽnguéra Sãmbyhyha.",La revisión y validación estuvo a cargo de la Secretaría de Políticas Lingũísticas.
train,spl,Diputados he'i “De interés Nacional”-ha Ypykuéra Ñe'ẽita Ary.,Diputados declara de Interés Nacional el Año de Lenguas Indígenas.
train,spl,Tetã remimoĩmby Honorable Cámara de Diputados omoneĩ kuatia ipapapýva 81 he'ihápe “De interés nacional”-ha UNESCO oguenohẽva'ekue Tembiapoukapy ipapapýva 71/178 he'ihápe 2019 ary ha'eha Ypykuéra Ñe'ẽita Ary Yvy'ape Tuichakue.,La Honorable Cámara de Diputados de la Nación aprobó la Declaración N' 81 que resuelve declarar “De interés nacional la Resolución N' 71/178 de la UNESCO por la cual se proclama el 2019 como el Año Internacional de las Lenguas Indígenas”.
train,spl,"Ko kuatia omoneĩ diputado-kuéra upe 12 jasypakõirõ guare, 2018 arýpe.",La declaración fue aprobada en la sesión de Diputados del día 12 de diciembre del 2018.
train,spl,"Ko kuatia ryepýpe oñemoñe'ẽ tekotevẽha yvy'ape tuichakue jahechakuaave ikatuha omano ypykuéra ñe'ẽita ha ãva tuichamba'eha ñasẽ haĝua tenonde gotyo, joajúpe, jaguata haĝua hekópe ha py'aguapy aporã.","En el considerando de la Declaración se menciona la “necesidad de crear conciencia mundial sobre los riesgos que enfrentan las lenguas indígenas y su importancia para el desarrollo sostenible, la reconciliación, el buen gobierno y la construcción de la paz”."
train,spl,"He'i avei, ko jegueromandu'a guasu ojepysótava 2019 ary pukukue rupive ojeikuaave ha oñemoasãita ypykuéra ñe'ẽita, iporuhakuéra ha ypykuéra aty ndive voi oñemba'apóta oñemombarete haĝua chupekuéra iñe'ẽ.","Menciona también que “la celebración que se tendrá durante todo el año 2019, contribuirá al acceso y la promoción de las lenguas indígenas mediante el fortalecimiento de las capacidades de los hablantes de las lenguas indígenas y las organizaciones pertinentes de los pueblos indígenas”."
train,spl,Omoirũ avei chupekuéra hembiapo irũnguéra.,Principales colaboradores de ambas instituciones también participaron de la reunión.
train,spl,Vokoieténtema ojeikuaaukáta opaite mba'e ojejapótava ko ypykuéra ñe'ẽ ñemomorã guasu peteĩ ary pukukue “2019: Año Internacional de Lenguas Indígenas”.,Próximamente se dará a conocer la agenda nacional de actividades referente a los eventos a realizarse en el marco del Año Internacional de Lenguas Indígenas.
train,spl,Ojehaperekáta tendakuéra réra oĩva guarani ha ambue ñe'ẽme.,Investigarán toponimias en guaraní y otras lenguas.
train,spl,"Paraguái Ñe'ẽnguéra Sãmbyhyha (PÑS) ha Dirección del Servicio Geográfico Militar (DISERGEMIL) ohapykuererekase opa umi tenda réra ñane retãpy rehe oĩva guarani ñe'ẽ, ypykuéra ñe'ẽ ha ambueve ñe'ẽme.","La Secretaría de Políticas Lingũísticas (SPL) y la Dirección del Servicio Geográfico Militar (DISERGEMIL) pretenden realizar una investigación sobre las toponimias en lengua guaraní, indígenas y otras lenguas que aparezcan como nombres de lugares dentro del territorio paraguayo."
train,spl,"Ko arapópe oñeñe'ẽ ñepyrũ ko tembiaporã rehe ha upeva'erã oñombyaty oisãmbyhýva PÑS, Ladislaa Alcaraz de Silvero, ha DISERGEMIL moakãhára, Coronel Manuel Piñánez Ciancio.","Las primeras conversaciones sobre esta posible tarea conjunta se dieron en la mañana de este jueves, en una reunión mantenida entre la titular de la SPL, Ladislaa Alcaraz de Silvero, y el Director de la DISERGEMIL, Coronel Manuel Piñánez Ciancio."
train,spl,Omoirũ avei chupekuéra imba'apoha irũnguéra.,Éstos fueron acompañados por sus respectivos equipos de trabajos.
train,spl,Ñamoñepyrũvoma ary pyahu tove tajaipykúi py'aguapy ha torýpe.,"Nuestros mejores deseos para el nuevo año que iniciamos, auguramos sea de mucho optimismo, paz y felicidad para todos."
train,spl,"Ko 2019 arýpe niko ñamomorãhína Paraguáipe, upéichante avei opa ambue tetãpýre, Ypykuéra Ñe'ẽ Ary Yvy'a Tuichakue; upéva rehe, Paraguái Ñe'ẽnguéra Sãmbyhyhápe hi'ãite tajaikuaave, tajahechakuaave ha tañamomba'eguasuve opa umi 19 ypykuéra ñe'ẽ oikovéva ñane retãme ha oñongatúva hetaiterei arandu, mba'ekuaapy, tembiasa, ha hetaiteve mba'e; ja'eva'erã avei ha'eha mayma ñande ypykue rekovesã.","En este 2019 celebramos en Paraguay, así como en el resto del mundo, el Año Internacional de las Lenguas Indígenas; en ese sentido, desde la Secretaría de Políticas Lingũísticas deseamos que sea verdaderamente un año de conocimiento, reconocimiento, concienciación y valoración de las 19 lenguas indígenas existentes en nuestro país que ciertamente encierran mucha sabiduría, conocimiento, historia, etc., además de ser el cordón umbilical de nuestros hermanos indígenas con sus raíces."
train,spl,Oñembohapehína Ypykuéra Ñe'ẽ Ñemomorã Peteĩ Ary Pukukue.,Planifican celebración del Año Internacional de las Lenguas Indígenas.
train,spl,"Ko arapópe oñombyaty Paraguái Ñe'ẽnguéra Sãmbyhyha (PÑS) ha Instituto Nacional de Educación Superior “Dr. Raúl Peña” mburuvichakuéra ha oñomongeta hikuái mba'éichapa ikatu joajúpe ogueromandu'a ha omomorã avei “2019, Ypykuéra Ñe'ẽ Ary Ñemomorã Yvy'ape Tuichakue”.","Este jueves se reunieron autoridades de la Secretaría de Políticas Lingũísticas (SPL) y del Instituto Nacional de Educación Superior “Dr. Raúl Peña” con el objetivo de planificar actividades conjuntas en el marco del “2019, Año Internacional de Lenguas Indígenas”."
train,spl,"Oisãmbyhýva PÑS, Ladislaa Alcaraz de Silvero, ha INES, Claudelina Marín Gibbons, omoakã kuri ko aty oikova'ekue ko mbo'ehaovusu rógape.","La titular de la SPL, Ladislaa Alcaraz de Silvero, y la del INES, Claudelina Marín Gibbons, presidieron el encuentro realizado en la sede de la casa de estudios."
train,spl,"2019 ary niko UNESCO voi oiporavo Ypykuéra Ñe'ẽ Ary Ñemomorã Yvy'ape Tuichakue javeverã, jahechápa tojehechakuaave mba'eguasuha oikove, imbarete ha oñemoasãiramo ypykuéra ñe'ẽ, heta jey ikangy nungaitevahína ko'aĝaitéramo.","El 2019 es declarado por la UNESCO como “Año Internacional de las Lenguas Indígenas” a fin de despertar mayor consciencia sobre la importancia de preservar y difundir las lenguas nativas en todo el mundo, atendiendo la crítica situación de miles de ellas."
train,spl,Ojeguerojera ANEAES-pe Unidad de Asuntos Lingũísticos.,Instalan Unidad de Asuntos Lingũísticos en la ANEAES.
train,spl,"Agencia Nacional de Evaluación y Acreditación de la Educación Superior (ANEAES) oguerekóma avei Unidad de Asuntos Lingũísticos (UAL) omoañete haĝua Léi 4251/10 Ñe'ẽnguéra rehegua ha tenonderãite guarani jeporu joja castellano ndive, mokõivéva tetã ñe'ẽ teeháicha.","La Agencia Nacional de Evaluación y Acreditación de la Educación Superior (ANEAES) ya cuenta también con la Unidad de Asuntos Lingũísticos (UAL) para la implementación de la Ley 4251/10 de Lenguas y en especial la normalización del uso de la lengua guaraní, junto al castellano, como lenguas oficiales."
train,spl,"Ko ararundýpe, Paraguái Ñe'ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, oñe'ẽ kuri ANEAES mburuvichakuéra ndive Léi Ñe'ẽnguéra rehegua rehe, UAL rembiapoita ha ambueve mba'e rehe.","Este miércoles, la titular de la Secretaría de Políticas Lingũísticas, Ladislaa Alcaraz de Silvero, compartió con autoridades de la ANEAES una charla sobre las funciones de la UAL, la Ley de Lenguas y sus implicancias."
train,spl,"Apoukapy Ipapapýva 364 rupive ANEAES oguerojera UAL ha ambue apoukapy ipapaýva 375 rupive katu omoneĩ mokõi tapichápe omoakã haĝua ko tembiapoha renda, ãva Norma Marecos ha Carmen Aguilera.","Por resolución No 364 de la ANEAES creó la UAL y por resolución No 375 designó a la titular y alterna de la dependencia, Norma Marecos y Carmen Aguilera respectivamente."
train,spl,Kuatia oñembojere pyre guaraníme oñemoneĩ “de interés nacional”-ramo.,Importante documento traducido en guaraní fue declarado de interés nacional.
train,spl,Temimoĩmby Cámara de Diputados oguenohẽ Declaración Ipapapýva 77 he'i,La Cámara de Diputados emitió la Declaración No 77
train,spl,Kóva oñemoneĩ ijatýrõ guare hikuái upe 12 jasypakõirõ guare.,La decisión fue adoptada por el pleno de la Cámara Baja en la sesión ordinaria del 12 de diciembre pasado.
train,spl,"Ko kuatia niko omoguarani Paraguái Ñe'ẽnguéra Sãmbyhyha, Organización de las Naciones Unidas en Paraguay ha Unión Europea.","El texto de la Declaración Universal de los Derechos Humanos traducido en el idioma guaraní, fue un trabajo de la Secretaría de Políticas Lingũísticas, la Organización de las Naciones Unidas en Paraguay, y la Unión Europea."
train,spl,"Ko aty oiko MITIC rógape ha omoirũ avei omoakãva Comunicación Estratégica ko temimoĩmby guive, César Palacios.","La reunión se realizó en la sede del MITIC y fue acompañada a su vez por el Director de Comunicación Estratégica del ministerio, César Palacios."
train,spl,Oñeguenohẽ jetypekakue aranduka guarani rehegua.,Presentaron revista científica sobre el guaraní.
train,spl,"Ko arapo ohasava'ekuépe osẽ aranduka jetypekakue hérava “Ñe'ẽasa, Ñe'ẽteekuaaty ha Ñe'ẽ Ojehekovejopýva Rehegua Amandaje Mbohapyha Oĩhápe Tetãygua ha Pytaygua.","Este jueves fue presentada la revista científica “Tercer Seminario Internacional sobre Traducción, Terminología y Lenguas Minorizadas."
train,spl,"Jarojera Guaraní Ñe'ẽ”, osẽva'ekue ko amandajégui, ombosako'ivakue fundación Yvy Marãe'ỹ upe jasypakõi ohasava'ekuépe.","Jarojera Guaraní Ñe'ẽ”, resultado del Seminario organizado por la fundación Yvy Marãe'ỹ en julio pasado."
train,spl,"Ko aranduka oguereko 20 kuaapy jehesa'ỹijopyre ha ãva ohechaukava'ekue mayma tapicha katupyry Paraguái ha tetã ambuegua, oĩva'ekue upe amandajépe.","El material contiene 20 artículos que corresponden a las exposiciones de destacados especialistas, investigadores, escritores y lingũistas nacionales e internacionales."
train,spl,"Ko aranduka, ojehaíva guaraní, castellano ha portugués-pe, oñe'ẽ ñane retã ha ambuegua ñe'ẽnguéra reko rehe, ñe'ẽndy ha ñe'ẽasa, ñe'ẽasa rapekue ha guarani ha castellano ñe'ẽ ñembojere, tembipuru pyahu ñe'ẽasarã, guarani ñe'ẽ'aty ha ijehupi yvateve, ñe'ẽ ha arandupyeta derechokuéra, ñe'ẽ ojehetejopýva, ha ambueve mba'e.","La revista científica, escrita en guaraní, castellano y portugués, versa principalmente sobre la diversidad lingũística paraguaya y de la región, el uso de esta lengua en Paraguay y en la región, la terminología y la traductología, experiencias de traducción e interpretación del guaraní al castellano y viceversa, herramientas informáticas para la traducción, el desarrollo del corpus y el estatus del guaraní, los derechos culturales y lingũísticos, las lenguas minorizadas, entre otros."
